,Emoji_ID,Emoji,Unicode_Name,Arabic_Name,Class,Total_Occurrence,Negativity_Occurrence_N(Negative),Neutrality_Occurrence_N(Neutral),Positivity_Occurrence_N(Positive),Negativite_Probability_P(Negative),Neutral_Probability_P(Neutral),Positive_Probability_P(Positive),Sentiment_Score_S,Sentiment_Label_L
286,b'\xf0\x9f\x8e\x99',🎙, Studio Microphone ,ميكروفون ستوديو,Object,45,4,32,9,0.10416666666666667,0.6875,0.20833333333333334,0.10416666666666667,positive
287,b'\xf0\x9f\x98\xa6',😦, Frowning Face With Open Mouth ,وجه عابس بفم مفتوح,Facial Expression,44,37,5,2,0.8085106382978723,0.1276595744680851,0.06382978723404255,-0.7446808510638298,negative
288,b'\xf0\x9f\x8c\xa8',🌨, Cloud With Snow ,سحابه مع ثلج,Nature,44,6,3,35,0.14893617021276595,0.0851063829787234,0.7659574468085106,0.6170212765957447,positive
289,b'\xe2\x9b\x85',⛅, Sun Behind Cloud ,شمس خلف غيمه,Nature,44,2,10,32,0.06382978723404255,0.23404255319148937,0.7021276595744681,0.6382978723404256,positive
290,b'\xe3\x80\xb0',〰, Wavy Dash ,خط مموج,Symbol,44,4,27,13,0.10638297872340426,0.5957446808510638,0.2978723404255319,0.19148936170212766,positive
291,b'\xe2\x9c\x96',✖, Heavy Multiplication X ,علامه ضرب غامقه,Symbol,44,9,31,4,0.2127659574468085,0.6808510638297872,0.10638297872340426,-0.10638297872340426,negative
292,b'\xf0\x9f\x8d\xaf',🍯, Honey Pot ,وعاء عسل,Food,44,3,28,13,0.0851063829787234,0.6170212765957447,0.2978723404255319,0.21276595744680848,positive
293,b'\xf0\x9f\x8c\x8e',🌎, Globe Showing Americas ,الامريكتين علي الكره الارضيه ,Nature,43,17,14,12,0.391304347826087,0.32608695652173914,0.2826086956521739,-0.10869565217391308,negative
294,b'\xf0\x9f\x9b\x91',🛑, Stop Sign ,لافته توقف,Symbol,43,13,18,12,0.30434782608695654,0.41304347826086957,0.2826086956521739,-0.02173913043478265,neutral
295,b'\xf0\x9f\xa4\x99',🤙, Call Me Hand ,يد بحركه اتصل بي,Body Language,43,10,6,27,0.2391304347826087,0.15217391304347827,0.6086956521739131,0.3695652173913044,positive
296,b'\xf0\x9f\x95\x8c',🕌, Mosque ,مسجد,Place,42,2,25,15,0.06666666666666667,0.5777777777777777,0.35555555555555557,0.2888888888888889,positive
297,b'\xf0\x9f\x8c\x8a',🌊, Water Wave ,موجه مائيه,Nature,42,4,13,25,0.1111111111111111,0.3111111111111111,0.5777777777777777,0.4666666666666666,positive
298,b'\xf0\x9f\x93\xb7',📷, Camera ,اله تصوير,Object,42,4,24,14,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.2222222222222222,positive
299,b'\xf0\x9f\x93\xa3',📣, Megaphone ,مضخم الصوت,Object,42,12,21,9,0.28888888888888886,0.4888888888888889,0.2222222222222222,-0.06666666666666665,negative
300,b'\xf0\x9f\x8e\x87',🎇, Sparkler ,شراره العاب ناريه,Object,41,3,15,23,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.4545454545454545,positive
301,b'\xf0\x9f\x92\xa4',💤, Zzz ,رمز النوم,Symbol,41,4,7,30,0.11363636363636363,0.18181818181818182,0.7045454545454546,0.5909090909090909,positive
302,b'\xf0\x9f\x92\x8a',💊, Pill ,حبه دواء,Object,41,11,8,22,0.2727272727272727,0.20454545454545456,0.5227272727272727,0.25,positive
303,b'\xf0\x9f\x9a\xac',🚬, Cigarette ,سيجاره,Object,41,15,11,15,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,neutral
304,b'\xf0\x9f\xa5\x87',🥇, 1St Place Medal ,ميداليه المركز الاول,Object,40,11,10,19,0.27906976744186046,0.2558139534883721,0.46511627906976744,0.18604651162790697,positive
305,b'\xf0\x9f\x93\x96',📖, Open Book ,كتاب مفتوح,Object,40,3,11,26,0.09302325581395349,0.27906976744186046,0.627906976744186,0.5348837209302326,positive
306,b'\xf0\x9f\xa4\xa1',🤡, Clown Face ,وجه مهرج,Object,40,25,8,7,0.6046511627906976,0.20930232558139536,0.18604651162790697,-0.41860465116279066,negative
307,b'\xe2\x96\xaa',▪, Black Small Square ,مربع صغير اسود,Symbol,40,10,23,7,0.2558139534883721,0.5581395348837209,0.18604651162790697,-0.06976744186046513,negative
308,b'\xf0\x9f\x92\xae',💮, White Flower ,زهره بيضاء,Nature,40,0,19,21,0.023255813953488372,0.46511627906976744,0.5116279069767442,0.48837209302325585,positive
309,b'\xf0\x9f\x94\x84',🔄, Counterclockwise Arrows Button ,زر تكرار بعكس اتجاه عقارب الساعه,Symbol,39,1,28,10,0.047619047619047616,0.6904761904761905,0.2619047619047619,0.2142857142857143,positive
310,b'\xf0\x9f\x87\xb0',🇰, Regional Indicator Symbol Letter K ,حرف رمز المؤشر الاقليمي كي,Symbol,39,3,14,22,0.09523809523809523,0.35714285714285715,0.5476190476190477,0.45238095238095244,positive
311,b'\xe2\xa4\xb5',⤵, Right Arrow Curving Down ,سهم لليمين منحني لاسفل,Symbol,39,7,18,14,0.19047619047619047,0.4523809523809524,0.35714285714285715,0.16666666666666669,positive
312,b'\xf0\x9f\x8e\x8b',🎋, Tanabata Tree ,شجره تاناباتا,Nature,38,3,15,20,0.0975609756097561,0.3902439024390244,0.5121951219512195,0.41463414634146345,positive
313,b'\xf0\x9f\x87\xb1\xf0\x9f\x87\xbe',🇱🇾, Libya ,علم ليبيا,Flag,38,2,33,3,0.07317073170731707,0.8292682926829268,0.0975609756097561,0.024390243902439032,neutral
314,b'\xf0\x9f\x92\x91',💑, Couple With Heart ,زوجان مع قلب,Human Activity,38,4,11,23,0.12195121951219512,0.2926829268292683,0.5853658536585366,0.46341463414634143,positive
315,b'\xe2\x9c\x92',✒, Black Nib ,ريشه كتابه سوداء,Object,38,6,15,17,0.17073170731707318,0.3902439024390244,0.43902439024390244,0.2682926829268293,positive
316,b'\xf0\x9f\x96\xa5',🖥, Desktop Computer ,حاسوب مكتبي,Object,37,0,37,0,0.025,0.95,0.025,0.0,neutral
317,b'\xf0\x9f\x92\xa0',💠, Diamond With A Dot ,معين بنقطه,Object,37,0,20,17,0.025,0.525,0.45,0.425,positive
318,b'\xe2\x96\xab',▫, White Small Square ,مربع ابيض صغير,Symbol,37,7,22,8,0.2,0.575,0.225,0.024999999999999994,neutral
319,b'\xf0\x9f\x98\xbe',😾, Pouting Cat Face ,وجه قط عابس,Facial Expression,37,27,2,8,0.7,0.075,0.225,-0.475,negative
320,b'\xf0\x9f\x92\xa7',💧, Droplet ,قطره,Nature,37,6,12,19,0.175,0.325,0.5,0.325,positive
321,b'\xf0\x9f\x98\xbc',😼, Cat Face With Wry Smile ,وجه قط بابتسامه ساخره,Facial Expression,37,31,2,4,0.8,0.075,0.125,-0.675,negative
322,b'\xf0\x9f\x87\xb1\xf0\x9f\x87\xa7',🇱🇧, Lebanon ,علم لبنان,Flag,37,10,3,24,0.275,0.1,0.625,0.35,positive
323,b'\xe2\x9a\x96',⚖, Balance Scale ,ميزان,Object,35,16,16,3,0.4473684210526316,0.4473684210526316,0.10526315789473684,-0.34210526315789475,negative
324,b'\xf0\x9f\x93\xb9',📹, Video Camera ,كاميرا فيديو,Object,35,4,26,5,0.13157894736842105,0.7105263157894737,0.15789473684210525,0.02631578947368421,neutral
325,b'\xf0\x9f\x94\x98',🔘, Radio Button ,زر الراديو,Symbol,35,8,19,8,0.23684210526315788,0.5263157894736842,0.23684210526315788,0.0,neutral
326,b'\xf0\x9f\x94\xb0',🔰, Japanese Symbol For Beginner ,رمز ياباني للمبتدئين,Symbol,35,0,27,8,0.02631578947368421,0.7368421052631579,0.23684210526315788,0.21052631578947367,positive
327,b'\xf0\x9f\x87\xbc',🇼, Regional Indicator Symbol Letter W ,حرف رمز المؤشر الإقليمي دبليو,Symbol,35,3,11,21,0.10526315789473684,0.3157894736842105,0.5789473684210527,0.4736842105263158,positive
328,b'\xe2\x9a\xaa',⚪, White Circle ,دائره بيضاء,Symbol,35,8,13,14,0.23684210526315788,0.3684210526315789,0.39473684210526316,0.15789473684210528,positive
329,b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xaa',🇸🇪, Sweden ,علم السويد,Flag,35,3,32,0,0.10526315789473684,0.868421052631579,0.02631578947368421,-0.07894736842105263,negative
330,b'\xf0\x9f\x8d\xab',🍫, Chocolate Bar ,قطعه شوكولاته,Food,34,4,13,17,0.13513513513513514,0.3783783783783784,0.4864864864864865,0.35135135135135137,positive
331,b'\xf0\x9f\x95\xba',🕺, Man Dancing ,رجل يرقص,Body Language,34,6,7,21,0.1891891891891892,0.21621621621621623,0.5945945945945946,0.40540540540540543,positive
332,b'\xf0\x9f\x91\xbf',👿, Angry Face With Horns ,وجه غاضب بقرون,Facial Expression,34,29,5,0,0.8108108108108109,0.16216216216216217,0.02702702702702703,-0.7837837837837838,negative
333,b'\xf0\x9f\x96\x8b',🖋, Fountain Pen ,قلم حبر,Object,34,4,21,9,0.13513513513513514,0.5945945945945946,0.2702702702702703,0.13513513513513514,positive
334,b'\xf0\x9f\x94\xa8',🔨, Hammer ,مطرقه,Object,34,17,8,9,0.4864864864864865,0.24324324324324326,0.2702702702702703,-0.21621621621621623,negative
335,b'\xf0\x9f\x91\xa4',👤, Bust In Silhouette ,تمثيل ظلي تخيلي لشخص,Human Activity,33,2,25,6,0.08333333333333333,0.7222222222222222,0.19444444444444445,0.11111111111111112,positive
336,b'\xf0\x9f\x92\xac',💬, Speech Balloon ,بالون الكلام,Symbol,33,4,12,17,0.1388888888888889,0.3611111111111111,0.5,0.3611111111111111,positive
337,b'\xe2\x9c\xb3',✳, Eight-Spoked Asterisk ,علامه النجمه الثمانيه في الطباعه,Symbol,33,5,18,10,0.16666666666666666,0.5277777777777778,0.3055555555555556,0.13888888888888892,positive
338,b'\xf0\x9f\x8d\x93',🍓, Strawberry ,فراوله,Food,32,10,5,17,0.3142857142857143,0.17142857142857143,0.5142857142857142,0.19999999999999996,positive
339,b'\xf0\x9f\x95\x8b',🕋, Kaaba ,الكعبه,Place,32,6,6,20,0.2,0.2,0.6,0.39999999999999997,positive
340,b'\xf0\x9f\x93\xaf',📯, Postal Horn ,الاله الموسيقيه بوق البريد,Object,32,2,8,22,0.08571428571428572,0.2571428571428571,0.6571428571428571,0.5714285714285714,positive
341,b'\xe2\x9c\x89',✉, Envelope ,ظرف,Object,32,8,8,16,0.2571428571428571,0.2571428571428571,0.4857142857142857,0.2285714285714286,positive
342,b'\xe2\x99\xbb',♻, Recycling Symbol ,رمز اعاده التدوير,Symbol,32,0,21,11,0.02857142857142857,0.6285714285714286,0.34285714285714286,0.3142857142857143,positive
343,b'\xf0\x9f\x99\x89',🙉, Hear-No-Evil Monkey ,قرد بحركه اليد لقول لا اسمع ,Body Language,32,11,16,5,0.34285714285714286,0.4857142857142857,0.17142857142857143,-0.17142857142857143,negative
344,b'\xf0\x9f\x87\xb2',🇲, Regional Indicator Symbol Letter M ,حرف رمز المؤشر الاقليمي ام,Symbol,32,3,18,11,0.11428571428571428,0.5428571428571428,0.34285714285714286,0.2285714285714286,positive
345,b'\xf0\x9f\x93\x92',📒, Ledger ,دفتر حسابات,Object,31,8,19,4,0.2647058823529412,0.5882352941176471,0.14705882352941177,-0.11764705882352941,negative
346,b'\xf0\x9f\x92\x81',💁, Person Tipping Hand ,شخص يربت بيده,Body Language,31,16,3,12,0.5,0.11764705882352941,0.38235294117647056,-0.11764705882352944,negative
347,b'\xf0\x9f\x8d\xad',🍭, Lollipop ,حلوي مصاصه,Food,31,4,15,12,0.14705882352941177,0.47058823529411764,0.38235294117647056,0.2352941176470588,positive
348,b'\xe2\x9a\x94',⚔, Crossed Swords ,سيفان متقاطعان,Object,30,4,11,15,0.15151515151515152,0.36363636363636365,0.48484848484848486,0.33333333333333337,positive
349,b'\xf0\x9f\x87\xa7\xf0\x9f\x87\xb7',🇧🇷, Brazil ,علم البرازيل,Flag,30,5,11,14,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.2727272727272727,positive
350,b'\xe2\x98\x84',☄, Comet ,مذنب سماوي,Nature,30,13,11,6,0.42424242424242425,0.36363636363636365,0.21212121212121213,-0.21212121212121213,negative
351,b'\xf0\x9f\x8d\xa5',🍥, Fish Cake With Swirl ,كعكه السمك الملفوفه,Food,30,0,11,19,0.030303030303030304,0.36363636363636365,0.6060606060606061,0.5757575757575758,positive
352,b'\xf0\x9f\x87\xbe',🇾, Regional Indicator Symbol Letter Y ,حرف رمز المؤشر الاقليمي واي,Symbol,30,4,8,18,0.15151515151515152,0.2727272727272727,0.5757575757575758,0.4242424242424243,positive
353,b'\xf0\x9f\x92\xa8',💨, Dashing Away ,اندفاع لبعيد,Symbol,30,7,4,19,0.24242424242424243,0.15151515151515152,0.6060606060606061,0.36363636363636365,positive
354,b'\xf0\x9f\x94\xb7',🔷, Large Blue Diamond ,معين ازرق كبير,Symbol,29,7,16,6,0.25,0.53125,0.21875,-0.03125,neutral
355,b'\xf0\x9f\x91\xae',👮, Police Officer ,ضابط شرطه,Human Activity,29,10,7,12,0.34375,0.25,0.40625,0.0625,neutral
356,b'\xf0\x9f\x94\xab',🔫, Pistol ,مسدس,Object,29,19,5,5,0.625,0.1875,0.1875,-0.4375,negative
357,b'\xf0\x9f\x8d\x94',🍔, Hamburger ,شطيره البرجر,Food,29,9,16,4,0.3125,0.53125,0.15625,-0.15625,negative
358,b'\xf0\x9f\x87\xb4',🇴, Regional Indicator Symbol Letter O ,حرف رمز المؤشر الاقليمي او,Symbol,28,1,16,11,0.06451612903225806,0.5483870967741935,0.3870967741935484,0.3225806451612903,positive
359,b'\xf0\x9f\x91\xb0',👰, Bride With Veil ,عروس بالطرحه,Human Activity,28,3,7,18,0.12903225806451613,0.25806451612903225,0.6129032258064516,0.4838709677419355,positive
360,b'\xf0\x9f\x90\xac',🐬, Dolphin ,دولفين,Nature,28,0,25,3,0.03225806451612903,0.8387096774193549,0.12903225806451613,0.0967741935483871,positive
361,b'\xf0\x9f\x8f\xb9',🏹, Bow And Arrow ,قوس وسهم,Object,28,4,7,17,0.16129032258064516,0.25806451612903225,0.5806451612903226,0.4193548387096775,positive
362,b'\xf0\x9f\x92\xa9',💩, Pile Of Poo ,كومة من البراز,Object,28,26,2,0,0.8709677419354839,0.0967741935483871,0.03225806451612903,-0.8387096774193549,negative
363,b'\xf0\x9f\x91\xb6',👶, Baby ,طفل,Facial Expression,28,10,8,10,0.3548387096774194,0.2903225806451613,0.3548387096774194,0.0,neutral
364,b'\xf0\x9f\x93\x86',📆, Tear-Off Calendar ,تقويم منزوع,Object,28,4,16,8,0.16129032258064516,0.5483870967741935,0.2903225806451613,0.12903225806451615,positive
365,b'\xf0\x9f\x8d\x8e',🍎, Red Apple ,تفاحه حمراء,Food,27,7,10,10,0.26666666666666666,0.36666666666666664,0.36666666666666664,0.09999999999999998,positive
366,b'\xf0\x9f\xa4\x98',🤘, Sign Of The Horns ,حركه اليد لعلامه القرون,Body Language,27,6,7,14,0.23333333333333334,0.26666666666666666,0.5,0.26666666666666666,positive
367,b'\xf0\x9f\x94\x86',🔆, Bright Button ,زر رفع الاضاءه,Symbol,27,1,23,3,0.06666666666666667,0.8,0.13333333333333333,0.06666666666666667,positive
368,b'\xf0\x9f\x94\x90',🔐, Locked With Key ,مغلق بالمفتاح,Symbol,27,5,16,6,0.2,0.5666666666666667,0.23333333333333334,0.033333333333333326,neutral
369,b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xa9',🇸🇩, Sudan ,علم السودان,Flag,27,13,2,12,0.4666666666666667,0.1,0.43333333333333335,-0.033333333333333326,neutral
370,b'\xf0\x9f\x8f\xb5',🏵, Rosette ,زخرفه بالورود,Nature,27,1,6,20,0.06666666666666667,0.23333333333333334,0.7,0.6333333333333333,positive
371,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xaa',🇮🇪, Ireland ,علم ايرلندا,Flag,27,0,19,8,0.03333333333333333,0.6666666666666666,0.3,0.26666666666666666,positive
372,b'\xf0\x9f\x92\x86',💆, Person Getting Massage ,شخص يحصل على تدليك,Human Activity,27,6,7,14,0.23333333333333334,0.26666666666666666,0.5,0.26666666666666666,positive
373,b'\xf0\x9f\x8d\xaa',🍪, Cookie ,بسكويت,Food,27,3,9,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.4,positive
374,b'\xf0\x9f\x8e\xa9',🎩, Top Hat ,قبعه طويله,Object,26,5,12,9,0.20689655172413793,0.4482758620689655,0.3448275862068966,0.13793103448275865,positive
375,b'\xf0\x9f\x90\x8d',🐍, Snake ,ثعبان,Nature,26,20,5,1,0.7241379310344828,0.20689655172413793,0.06896551724137931,-0.6551724137931034,negative
376,b'\xf0\x9f\x87\xb5',🇵, Regional Indicator Symbol Letter P ,حرف رمز المؤشر الاقليمي بي,Symbol,26,12,13,1,0.4482758620689655,0.4827586206896552,0.06896551724137931,-0.3793103448275862,negative
377,b'\xf0\x9f\x97\xa8',🗨, Left Speech Bubble ,فقاعه الكلام اليسرى,Symbol,26,9,14,3,0.3448275862068966,0.5172413793103449,0.13793103448275862,-0.20689655172413796,negative
378,b'\xf0\x9f\x9b\xb5',0⃣, Keycap Digit Zero ,No_Translation,Symbol,26,0,24,2,0.034482758620689655,0.8620689655172413,0.10344827586206896,0.06896551724137931,positive
379,b'\xf0\x9f\x8d\xba',🍺, Beer Mug ,قدح البيره,Food,26,13,6,7,0.4827586206896552,0.2413793103448276,0.27586206896551724,-0.20689655172413796,negative
380,b'\xf0\x9f\x91\x82',👂, Ear ,اذن,Body Language,26,12,7,7,0.4482758620689655,0.27586206896551724,0.27586206896551724,-0.1724137931034483,negative
381,b'\xf0\x9f\x94\x99',🔙, Back Arrow ,سهم التراجع,Symbol,26,7,19,0,0.27586206896551724,0.6896551724137931,0.034482758620689655,-0.24137931034482757,negative
382,b'\xf0\x9f\x8d\xac',🍬, Candy ,حلوي,Food,26,2,10,14,0.10344827586206896,0.3793103448275862,0.5172413793103449,0.4137931034482759,positive
383,b'\xf0\x9f\x91\xab',👫, Man And Woman Holding Hands ,رجل وامراه يدا بيد,Human Activity,25,7,7,11,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,positive
384,b'\xf0\x9f\x94\xbd',🔽, Downwards Button ,زر لاسفل,Symbol,25,16,5,4,0.6071428571428571,0.21428571428571427,0.17857142857142858,-0.4285714285714285,negative
385,b'\xf0\x9f\x8e\xac',🎬, Clapper Board ,لوح تصوير الافلام,Object,25,9,5,11,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.0714285714285714,positive
386,b'\xe2\x8c\x9a',⌚, Watch ,ساعه يد,Object,25,5,13,7,0.21428571428571427,0.5,0.2857142857142857,0.07142857142857142,positive
387,b'\xf0\x9f\x94\x83',🔃, Clockwise Vertical Arrows ,اسهم عاموديه ملتفه في اتجاه عقارب الساعه,Symbol,25,1,17,7,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.21428571428571427,positive
388,b'\xf0\x9f\x8d\xa9',🍩, Doughnut ,دونات,Food,25,2,10,13,0.10714285714285714,0.39285714285714285,0.5,0.39285714285714285,positive
389,b'\xf0\x9f\x8d\xa8',🍨, Ice Cream ,مثلجات كريميه,Food,25,2,9,14,0.10714285714285714,0.35714285714285715,0.5357142857142857,0.42857142857142855,positive
390,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xae',🇨🇮, Côte D’Ivoire ,علم ساحل العاج,Flag,25,1,24,0,0.07142857142857142,0.8928571428571429,0.03571428571428571,-0.03571428571428571,neutral
391,b'\xf0\x9f\x94\x9e',🔞, No One Under Eighteen ,علامه ممنوع تحت سن الثامن ,Symbol,24,16,8,0,0.6296296296296297,0.3333333333333333,0.037037037037037035,-0.5925925925925926,negative
392,b'\xf0\x9f\x8d\x91',🍑, Peach ,خوخ,Food,24,14,1,9,0.5555555555555556,0.07407407407407407,0.37037037037037035,-0.18518518518518523,negative
393,b'\xf0\x9f\x8c\x8c',🌌, Milky Way ,درب التبانه,Nature,24,3,10,11,0.14814814814814814,0.4074074074074074,0.4444444444444444,0.2962962962962963,positive
394,b'\xf0\x9f\xa6\x85',🦅, Eagle ,نسر,Nature,24,4,5,15,0.18518518518518517,0.2222222222222222,0.5925925925925926,0.4074074074074074,positive
395,b'\xf0\x9f\x8d\x87',🍇, Grapes ,عنب,Food,24,4,5,15,0.18518518518518517,0.2222222222222222,0.5925925925925926,0.4074074074074074,positive
396,b'\xf0\x9f\x8d\x9f',🍟, French Fries ,بطاطس مقليه,Food,24,5,17,2,0.2222222222222222,0.6666666666666666,0.1111111111111111,-0.1111111111111111,negative
397,b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xbe',🇸🇾, Syria ,علم سوريا,Flag,24,8,6,10,0.3333333333333333,0.25925925925925924,0.4074074074074074,0.07407407407407407,positive
398,b'\xf0\x9f\x9a\x97',🚗, Automobile ,سياره,Object,24,10,4,10,0.4074074074074074,0.18518518518518517,0.4074074074074074,0.0,neutral
399,b'\xf0\x9f\x8e\xb8',🎸, Guitar ,غيتار,Object,23,1,7,15,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.5384615384615385,positive
400,b'\xf0\x9f\x91\xa7',👧, Girl ,فتاه,Facial Expression,23,6,6,11,0.2692307692307692,0.2692307692307692,0.46153846153846156,0.19230769230769235,positive
401,b'\xe2\x8f\xb3',⏳, Hourglass Not Done ,ساعه رمليه غير منتهيه,Object,23,4,13,6,0.19230769230769232,0.5384615384615384,0.2692307692307692,0.0769230769230769,positive
402,b'\xf0\x9f\x8c\xb3',🌳, Deciduous Tree ,شجره متهاويه,Nature,23,2,6,15,0.11538461538461539,0.2692307692307692,0.6153846153846154,0.5,positive
403,b'\xf0\x9f\x93\x8a',📊, Bar Chart ,رسم بياني,Object,23,1,21,1,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.0,neutral
404,b'\xf0\x9f\x90\x95',🐕, Dog ,كلب,Nature,23,22,1,0,0.8846153846153846,0.07692307692307693,0.038461538461538464,-0.8461538461538461,negative
405,b'\xf0\x9f\x90\x9d',🐝, Honeybee ,نحله,Nature,22,1,15,6,0.08,0.64,0.28,0.2,positive
406,b'\xf0\x9f\x90\x8e',🐎, Horse ,حصان,Nature,22,2,7,13,0.12,0.32,0.56,0.44000000000000006,positive
407,b'\xf0\x9f\xa6\x81',🦁, Lion Face ,وجه الاسد,Nature,22,1,14,7,0.08,0.6,0.32,0.24,positive
408,b'\xf0\x9f\x8f\xa1',🏡, House With Garden ,منزل بحديقه,Place,22,7,10,5,0.32,0.44,0.24,-0.08000000000000002,negative
409,b'\xf0\x9f\x87\xb7\xf0\x9f\x87\xba',🇷🇺, Russia ,علم روسيا,Flag,22,0,15,7,0.04,0.64,0.32,0.28,positive
410,b'\xf0\x9f\x8f\x81',🏁, Chequered Flag ,العلم متعدد الالوان,Flag,22,1,15,6,0.08,0.64,0.28,0.2,positive
411,b'\xf0\x9f\x91\xb8',👸, Princess ,اميره,Human Activity,22,3,2,17,0.16,0.12,0.72,0.5599999999999999,positive
412,b'\xf0\x9f\x99\x85',🙅, Person Gesturing No ,شخص يشير بعلامه لا,Body Language,22,14,2,6,0.6,0.12,0.28,-0.31999999999999995,negative
413,b'\xf0\x9f\x87\xac',🇬, Regional Indicator Symbol Letter G ,حرف رمز المؤشر الاقليمي جي,Symbol,22,3,12,7,0.16,0.52,0.32,0.16,positive
414,b'\xf0\x9f\x90\xbe',🐾, Paw Prints ,اثار اقدام حيوان,Nature,22,3,13,6,0.16,0.56,0.28,0.12000000000000002,positive
415,b'\xf0\x9f\x92\x89',💉, Syringe ,حقنه,Object,22,10,8,4,0.44,0.36,0.2,-0.24,negative
416,b'\xf0\x9f\x8f\xa0',🏠, House ,منزل,Place,21,6,10,5,0.2916666666666667,0.4583333333333333,0.25,-0.041666666666666685,neutral
417,b'\xf0\x9f\x8d\xa7',🍧, Shaved Ice ,مثلجات ثلجيه,Food,21,2,12,7,0.125,0.5416666666666666,0.3333333333333333,0.20833333333333331,positive
418,b'\xf0\x9f\x95\x92',🕒, Three O’Clock ,الساعة الثالثه تماما,Object,21,0,20,1,0.041666666666666664,0.875,0.08333333333333333,0.041666666666666664,neutral
419,b'\xf0\x9f\x93\xa1',📡, Satellite Antenna ,قرص قمر صناعي هوائي,Object,21,1,18,2,0.08333333333333333,0.7916666666666666,0.125,0.04166666666666667,neutral
420,b'\xf0\x9f\x9a\xa8',🚨, Police Car Light ,ضوء سياره الشرطه,Object,21,3,15,3,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
421,b'\xf0\x9f\x8c\x95',🌕, Full Moon ,البدر,Nature,21,8,6,7,0.375,0.2916666666666667,0.3333333333333333,-0.041666666666666685,neutral
422,b'\xf0\x9f\x8d\x86',🍆, Eggplant ,باذنجان,Food,21,8,6,7,0.375,0.2916666666666667,0.3333333333333333,-0.041666666666666685,neutral
423,b'\xf0\x9f\x95\xaf',🕯, Candle ,شمعه,Object,20,4,7,9,0.21739130434782608,0.34782608695652173,0.43478260869565216,0.21739130434782608,positive
424,b'\xf0\x9f\x93\xae',📮, Postbox ,صندوق بريد,Object,20,3,13,4,0.17391304347826086,0.6086956521739131,0.21739130434782608,0.043478260869565216,neutral
425,b'\xf0\x9f\x93\x9c',📜, Scroll ,قائمه,Object,20,4,14,2,0.21739130434782608,0.6521739130434783,0.13043478260869565,-0.08695652173913043,negative
426,b'\xf0\x9f\x90\x91',🐑, Ewe ,نعجه,Nature,20,14,0,6,0.6521739130434783,0.043478260869565216,0.30434782608695654,-0.34782608695652173,negative
427,b'\xf0\x9f\x87\xa6\xf0\x9f\x87\xba',🇦🇺, Australia ,علم استراليا,Flag,20,0,19,1,0.043478260869565216,0.8695652173913043,0.08695652173913043,0.043478260869565216,neutral
428,b'\xf0\x9f\x95\xb3',🕳, Hole ,حفره,Symbol,20,0,20,0,0.043478260869565216,0.9130434782608695,0.043478260869565216,0.0,neutral
429,b'\xe2\x9c\xb4',✴, Eight-Pointed Star ,نجمه ثمانيه,Symbol,20,4,10,6,0.21739130434782608,0.4782608695652174,0.30434782608695654,0.08695652173913046,positive
430,b'\xf0\x9f\x90\xb4',🐴, Horse Face ,وجه الحصان,Nature,19,8,3,8,0.4090909090909091,0.18181818181818182,0.4090909090909091,0.0,neutral
431,b'\xf0\x9f\x93\xb2',📲, Mobile Phone With Arrow ,هاتف محمول مع سهم,Object,19,1,14,4,0.09090909090909091,0.6818181818181818,0.22727272727272727,0.13636363636363635,positive
432,b'\xe2\x8f\xb9',⏹, Stop Button ,زر التوقف,Symbol,19,0,19,0,0.045454545454545456,0.9090909090909091,0.045454545454545456,0.0,neutral
433,b'\xf0\x9f\x90\xaa',🐪, Camel ,جمل,Nature,19,7,3,9,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.09090909090909088,positive
434,b'\xf0\x9f\x8e\x86',🎆, Fireworks ,العاب ناريه,Object,19,0,2,17,0.045454545454545456,0.13636363636363635,0.8181818181818182,0.7727272727272728,positive
435,b'\xf0\x9f\x93\x85',📅, Calendar ,تقويم,Object,19,3,15,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,-0.09090909090909091,negative
436,b'\xf0\x9f\x93\x9e',📞, Telephone Receiver ,مستقبل الاتصال,Object,19,5,5,9,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,positive
437,b'\xf0\x9f\x94\x96',🔖, Bookmark ,محدد المرجعيه للكتاب,Object,19,1,18,0,0.09090909090909091,0.8636363636363636,0.045454545454545456,-0.045454545454545456,neutral
