,Emoji_ID,Emoji,Unicode_Name,Arabic_Name,Class,Total_Occurrence,Negativity_Occurrence_N(Negative),Neutrality_Occurrence_N(Neutral),Positivity_Occurrence_N(Positive),Negativite_Probability_P(Negative),Neutral_Probability_P(Neutral),Positive_Probability_P(Positive),Sentiment_Score_S,Sentiment_Label_L
753,b'\xf0\x9f\x93\xb3',📳, Vibration Mode ,وضع الاهتزاز,Symbol,4,3,0,1,0.5714285714285714,0.14285714285714285,0.2857142857142857,-0.2857142857142857,negative
754,b'\xf0\x9f\x93\x93',📓, Notebook ,دفتر,Object,4,2,2,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.2857142857142857,negative
755,b'\xf0\x9f\x93\x83',📃, Page With Curl ,صفحه معكوفه,Object,4,2,1,1,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,negative
756,b'\xf0\x9f\xa4\x96',🤖, Robot Face ,وجه الروبوت,Object,4,1,1,2,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,positive
757,b'\xf0\x9f\x8e\x9f',🎟, Admission Tickets ,تذاكر الدخول,Object,4,0,3,1,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,positive
758,b'\xf0\x9f\x95\x93',🕓, Four O’Clock ,الساعه الرابعه تماما,Object,4,1,2,1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,neutral
759,b'\xf0\x9f\x9a\xb4',🚴, Person Biking ,شخص يقود دراجه,Human Activity,4,1,1,2,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,positive
760,b'\xf0\x9f\xa4\xb9',🤹, Person Juggling ,شخص يتلاعب بالكرات بقذفها في الهواء,Human Activity,4,2,2,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.2857142857142857,negative
761,b'\xf0\x9f\x8f\x84',🏄, Person Surfing ,شخص يتزلج على الماء,Human Activity,4,2,1,1,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,negative
762,b'\xf0\x9f\xa4\xb0',🤰, Pregnant Woman ,امراه حامل,Human Activity,4,2,1,1,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,negative
763,b'\xf0\x9f\x8f\x90',🏐, Volleyball ,كره الطائره,Object,4,1,3,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,-0.14285714285714285,negative
764,b'\xf0\x9f\x93\x97',📗, Green Book ,كتاب اخضر,Object,4,1,0,3,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,positive
765,b'\xf0\x9f\x9b\xa9',🛩, Small Airplane ,طائره صغيره,Object,4,0,3,1,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,positive
766,b'\xf0\x9f\x94\x8c',🔌, Electric Plug ,مقبس كهرباء,Object,4,2,2,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.2857142857142857,negative
767,b'\xf0\x9f\x92\xb4',💴, Yen Banknote ,اوراق نقديه لعمله الين,Object,4,2,0,2,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,neutral
768,b'\xf0\x9f\x9a\x93',🚓, Police Car ,سياره شرطه,Object,4,3,1,0,0.5714285714285714,0.2857142857142857,0.14285714285714285,-0.42857142857142855,negative
769,b'\xf0\x9f\x93\x84',📄, Page Facing Up ,صفحه مواجهه للاعلي ,Object,4,1,3,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,-0.14285714285714285,negative
770,b'\xf0\x9f\xa6\x86',🦆, Duck ,بطه,Nature,4,0,4,0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,neutral
771,b'\xe2\x9b\xb0',⛰, Mountain ,جبل,Nature,4,0,2,2,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,positive
772,b'\xf0\x9f\x90\xa9',🐩, Poodle ,كلب البودل,Nature,4,2,1,1,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,negative
773,b'\xf0\x9f\x90\xb9',🐹, Hamster Face ,وجه الهامستر,Nature,4,1,2,1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,neutral
774,b'\xf0\x9f\x90\x87',🐇, Rabbit ,ارنب,Nature,4,1,0,3,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,positive
775,b'\xf0\x9f\xa6\x88',🦈, Shark ,قرش,Nature,4,3,0,1,0.5714285714285714,0.14285714285714285,0.2857142857142857,-0.2857142857142857,negative
776,b'\xf0\x9f\x8c\xbd',🌽, Ear Of Corn ,قرن ذره,Food,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
777,b'\xf0\x9f\x8d\xbe',🍾, Bottle With Popping Cork ,زجاجه مع قفل فلين منفجر,Food,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
778,b'\xf0\x9f\x8d\x8b',🍋, Lemon ,ليمون,Food,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
779,b'\xf0\x9f\x8d\x9e',🍞, Bread ,خبز,Food,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
780,b'\xe3\x8a\x97',㊗, Japanese Congratulations Button ,زر التهاني اليابانيه,Symbol,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
781,b'\xf0\x9f\x9a\xaa',🚪, Door ,باب,Object,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
782,b'\xf0\x9f\x8f\xb0',🏰, Castle ,قلعه,Place,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
783,b'\xe2\x9b\xaa',⛪, Church ,كنيسه,Place,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
784,b'\xf0\x9f\xa4\xb4',🤴, Prince ,امير,Human Activity,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
785,b'\xf0\x9f\x92\x82',💂, Guard ,حارس,Human Activity,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
786,b'\xf0\x9f\x95\xa3',🕣, Eight-Thirty ,الساعه الثامنه و النصف,Object,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
787,b'\xf0\x9f\x9b\x92',🛒, Shopping Cart ,عربه تسوق,Object,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
788,b'\xf0\x9f\xa5\x89',🥉, 3Rd Place Medal ,ميداليه المركز الثالث,Object,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
789,b'\xf0\x9f\x8e\x9e',🎞, Film Frames ,اطارات فيلم,Object,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
790,b'\xf0\x9f\x8f\x8e',🏎, Racing Car ,سياره سباق,Object,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
791,b'\xf0\x9f\x8e\xbe',🎾, Tennis ,تنس,Object,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,neutral
792,b'\xf0\x9f\x94\xa6',🔦, Flashlight ,مصباح يدوي,Object,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
793,b'\xf0\x9f\x9a\x94',🚔, Oncoming Police Car ,سياره شرطه قادمه,Object,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,neutral
794,b'\xf0\x9f\x8d\x9b',🍛, Curry Rice ,ارز بالكاري,Food,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
795,b'\xf0\x9f\xa5\x8a',🥊, Boxing Glove ,قفازات ملاكمه,Object,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
796,b'\xf0\x9f\x9a\xa6',🚦, Vertical Traffic Light ,اشاره مرور عموديه,Object,3,2,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.33333333333333337,negative
797,b'\xf0\x9f\xa5\x84',🥄, Spoon ,ملعقه,Object,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
798,b'\xf0\x9f\x91\x94',👔, Necktie ,ربطه عنق,Object,3,3,0,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.5,negative
799,b'\xf0\x9f\x8f\xae',🏮, Red Paper Lantern ,فانوس ورقي احمر,Object,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
800,b'\xf0\x9f\x95\x94',🕔, Five O’Clock ,الساعه الخامسه تماما,Object,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
801,b'\xf0\x9f\x95\x91',🕑, Two O’Clock ,الساعة الثانيه تماما,Object,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
802,b'\xf0\x9f\x9a\x9c',🚜, Tractor ,جرار زراعى,Object,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
803,b'\xe2\x9a\xb0',⚰, Coffin ,نعش,Object,3,2,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.33333333333333337,negative
804,b'\xf0\x9f\x94\x8d',🔍, Magnifying Glass Tilted Left ,عدسه مكبره مائله الي اليسار,Object,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
805,b'\xf0\x9f\x91\x9a',👚, Woman’S Clothes ,ملابس نسائيه,Object,3,3,0,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.5,negative
806,b'\xf0\x9f\x9a\xbf',🚿, Shower ,صنبور استحمام,Object,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
807,b'\xf0\x9f\x93\xa6',📦, Package ,طرد,Object,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
808,b'\xf0\x9f\x91\x96',👖, Jeans ,جينز,Object,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
809,b'\xf0\x9f\x8d\xb6',🍶, Sake ,نبيذ الارز الياباني الساكي,Food,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,neutral
810,b'\xf0\x9f\x8d\xa3',🍣, Sushi ,سوشي,Food,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
811,b'\xf0\x9f\xa5\x96',🥖, Baguette Bread ,خبز باجيت,Food,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
812,b'\xf0\x9f\x8c\x94',🌔, Waxing Gibbous Moon ,الاحدب المتزايد,Nature,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
813,b'\xf0\x9f\xa7\x80',🧀, Cheese Wedge ,قطعه جبن,Food,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
814,b'\xf0\x9f\x90\xb5',🐵, Monkey Face ,وجه القرد,Nature,3,2,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.33333333333333337,negative
815,b'\xf0\x9f\x8c\x96',🌖, Waning Gibbous Moon ,الاحدب المتناقص,Nature,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
816,b'\xf0\x9f\x90\xb7',🐷, Pig Face ,وجه خنزير,Nature,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
817,b'\xf0\x9f\x8c\x93',🌓, First Quarter Moon ,التربيع الأول,Nature,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
818,b'\xf0\x9f\x90\x8b',🐋, Whale ,حوت,Nature,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
819,b'\xe2\x98\x83',☃, Snowman ,رجل الثلج,Nature,3,2,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.33333333333333337,negative
820,b'\xf0\x9f\x90\xb3',🐳, Spouting Whale ,حوت ينفث الماء,Nature,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
821,b'\xf0\x9f\x90\x9b',🐛, Bug ,حشره,Nature,3,3,0,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.5,negative
822,b'\xf0\x9f\x8f\x9c',🏜, Desert ,صحراء,Nature,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
823,b'\xf0\x9f\x90\x84',🐄, Cow ,بقره,Nature,3,2,0,1,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666669,negative
824,b'\xf0\x9f\x90\x86',🐆, Leopard ,فهد,Nature,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
825,b'\xf0\x9f\x8f\x96',🏖, Beach With Umbrella ,شاطئ مع مظله,Nature,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
826,b'\xf0\x9f\x8c\x98',🌘, Waning Crescent Moon ,الهلال المتناقص,Nature,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
827,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xb4',🇨🇴, Colombia ,علم كولومبيا,Flag,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,neutral
828,b'\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0',🇵🇰, Pakistan ,علم باكستان,Flag,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
829,b'\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd',🇲🇽, Mexico ,علم المكسيك,Flag,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
830,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',🇺🇸, United States ,علم الولايات المتحده الأمريكيه,Flag,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
831,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xb3',🇨🇳, China ,علم الصين,Flag,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
832,b'\xf0\x9f\x87\xb3\xf0\x9f\x87\xb1',🇳🇱, Netherlands ,علم هولندا,Flag,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
833,b'\xe2\x8f\xab',⏫, Fast Up Button ,زر سريع,Symbol,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
834,b'\xf0\x9f\x8f\xa7',🏧, Atm Sign ,علامه الصراف الالي,Symbol,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
835,b'\xe2\x99\x88',♈, Aries ,رمز برج الحمل,Symbol,3,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,positive
836,b'\xf0\x9f\x9a\xb8',🚸, Children Crossing ,رمز تحذير اطفال يعبرون,Symbol,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
837,b'\xf0\x9f\x94\x9b',🔛, On! Arrow ,رمز التشغيل بكلا الاتجاهين اليمين واليسار,Symbol,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
838,b'\xf0\x9f\x90\xbb',🐻, Bear Face ,وجه دب,Nature,3,0,3,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
839,b'\xf0\x9f\x8c\x91',🌑, New Moon ,قمر جديد,Nature,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
840,b'\xf0\x9f\x97\x92',🗒, Spiral Notepad ,مفكره بسلك حلزوني,Object,3,0,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,positive
841,b'\xe2\x99\x93',♓, Pisces ,رمز برج الحوت,Symbol,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
842,b'\xf0\x9f\x9a\xb7',🚷, No Pedestrians ,علامه ممنوع المشي,Symbol,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
843,b'\xe2\x9e\x95',➕, Heavy Plus Sign ,علامه زائد غامقه,Symbol,3,1,2,0,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
844,b'\xe2\x99\xbf',♿, Wheelchair Symbol ,رمز كرسي متحرك,Symbol,3,0,1,2,0.16666666666666666,0.3333333333333333,0.5,0.33333333333333337,positive
845,b'\xf0\x9f\x94\x93',🔓, Unlocked ,مفتوح,Symbol,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,neutral
846,b'\xf0\x9f\x9a\xad',🚭, No Smoking ,علامه ممنوع التدخين,Symbol,3,2,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.33333333333333337,negative
847,b'\xf0\x9f\x8d\xb8',🍸, Cocktail Glass ,كاس كوكتيل,Food,3,1,0,2,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666669,positive
848,b'\xf0\x9f\x9a\xbc',🚼, Baby Symbol ,رمز الطفل,Symbol,3,2,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.33333333333333337,negative
849,b'\xf0\x9f\x9b\xb3',🛳, Passenger Ship ,سفينه ركاب,Object,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
850,b'\xf0\x9f\xa5\x83',🥃, Tumbler Glass ,قدح زجاجي,Food,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
851,b'\xf0\x9f\x8d\x90',🍐, Pear ,كمثري,Food,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
852,b'\xf0\x9f\x87\xbf',🇿, Regional Indicator Symbol Letter Z ,الحرف رمز المؤشر الاقليمي Z,Symbol,2,1,0,1,0.4,0.2,0.4,0.0,neutral
853,b'\xf0\x9f\x87\xb3\xf0\x9f\x87\xb4',🇳🇴, Norway ,علم النرويج,Flag,2,0,2,0,0.2,0.6,0.2,0.0,neutral
854,b'\xf0\x9f\x87\xa6\xf0\x9f\x87\xa8',🇦🇨, Ascension Island ,علم جزيره اسنسيون,Flag,2,0,2,0,0.2,0.6,0.2,0.0,neutral
855,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xa9',🇨🇩, Congo - Kinshasa ,علم الكونغو - كينشاسا,Flag,2,1,1,0,0.4,0.4,0.2,-0.2,negative
856,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xac',🇺🇬, Uganda ,علم اوغندا,Flag,2,0,2,0,0.2,0.6,0.2,0.0,neutral
857,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xac',🇨🇬, Congo - Brazzaville ,علم الكونغو - برازافيل,Flag,2,0,2,0,0.2,0.6,0.2,0.0,neutral
858,b'\xf0\x9f\x87\xa7\xf0\x9f\x87\xab',🇧🇫, Burkina Faso ,علم بوركينا فاسو,Flag,2,0,2,0,0.2,0.6,0.2,0.0,neutral
859,b'\xf0\x9f\x8e\x8c',🎌, Crossed Flags ,اعلام متقاطعه,Flag,2,0,1,1,0.2,0.4,0.4,0.2,positive
860,b'\xf0\x9f\x87\xb0\xf0\x9f\x87\xb7',🇰🇷, South Korea ,علم كوريا الجنوبيه,Flag,2,1,0,1,0.4,0.2,0.4,0.0,neutral
861,b'\xe2\x9e\xa1',➡, Right Arrow ,السهم الايمن,Symbol,2,0,2,0,0.2,0.6,0.2,0.0,neutral
862,b'\xe2\x98\xaf',☯, Yin Yang ,رمز يين يانغ,Symbol,2,0,1,1,0.2,0.4,0.4,0.2,positive
863,b'\xf0\x9f\x97\xba',🗺, World Map ,خريطه العالم,Nature,2,1,0,1,0.4,0.2,0.4,0.0,neutral
864,b'\xf0\x9f\xa5\x9c',🥜, Peanuts ,الفول السوداني,Food,2,0,1,1,0.2,0.4,0.4,0.2,positive
865,b'\xf0\x9f\x8c\xb6',🌶, Hot Pepper ,فلفل حار,Food,2,1,0,1,0.4,0.2,0.4,0.0,neutral
866,b'\xe2\x99\x80',♀, Female Sign ,رمز المؤنث,Symbol,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
867,b'\xf0\x9f\x94\x89',🔉, Speaker Medium Volume ,مكبر صوت متوسط ​​الحجم,Symbol,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
868,b'\xf0\x9f\x86\x95',🆕, New Button ,زر جديد,Symbol,2,0,2,0,0.2,0.6,0.2,0.0,neutral
869,b'\xf0\x9f\x94\xb3',🔳, White Square Button ,زر مربع ابيض,Symbol,2,0,2,0,0.2,0.6,0.2,0.0,neutral
870,b'\xe2\x8f\xa9',⏩, Fast-Forward Button ,زر التقديم السريع,Symbol,2,0,2,0,0.2,0.6,0.2,0.0,neutral
871,b'\xe2\x98\xaa',☪, Star And Crescent ,نجمه وهلال,Symbol,2,1,0,1,0.4,0.2,0.4,0.0,neutral
872,b'\xe2\xa4\xb4',⤴, Right Arrow Curving Up ,سهم لليمين منحن لاعلي,Symbol,2,0,1,1,0.2,0.4,0.4,0.2,positive
873,b'\xf0\x9f\x85\xbe',🅾, O Button (Blood Type) ,زر O فصيله الدم,Symbol,2,1,1,0,0.4,0.4,0.2,-0.2,negative
874,b'\xe2\x99\x92',♒, Aquarius ,رمز برج الدلو,Symbol,2,0,1,1,0.2,0.4,0.4,0.2,positive
875,b'\xe2\x86\x97',↗, Up-Right Arrow ,سهم لاعلي لليمين,Symbol,2,0,2,0,0.2,0.6,0.2,0.0,neutral
876,b'\xe2\x99\xbe',♾, Infinity ,علامه ما لا نهايه,Symbol,2,1,0,1,0.4,0.2,0.4,0.0,neutral
877,b'\xf0\x9f\x86\x91',🆑, Cl Button ,زر Cl,Symbol,2,0,2,0,0.2,0.6,0.2,0.0,neutral
878,b'\xe2\x9a\x99',⚙, Gear ,ترس,Symbol,2,1,1,0,0.4,0.4,0.2,-0.2,negative
879,b'\xf0\x9f\x8d\xa2',🍢, Oden ,الكباب الياباني اودين,Food,2,0,1,1,0.2,0.4,0.4,0.2,positive
880,b'\xf0\x9f\x92\xba',💺, Seat ,مقعد,Object,2,1,1,0,0.4,0.4,0.2,-0.2,negative
881,b'\xf0\x9f\x90\xa2',🐢, Turtle ,سلحفاه,Nature,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
882,b'\xf0\x9f\x9b\xa1',🛡, Shield ,درع,Object,2,0,2,0,0.2,0.6,0.2,0.0,neutral
883,b'\xf0\x9f\x8e\xb1',🎱, Pool 8 Ball ,كره بلياردو الرقم 8,Object,2,1,1,0,0.4,0.4,0.2,-0.2,negative
884,b'\xe2\x9a\xb1',⚱, Funeral Urn ,جره جنازه,Object,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
885,b'\xf0\x9f\x9a\x84',🚄, High-Speed Train ,قطار شديد السرعه,Object,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
886,b'\xf0\x9f\xa5\x88',🥈, 2Nd Place Medal ,ميداليه المركز الثاني,Object,2,0,1,1,0.2,0.4,0.4,0.2,positive
887,b'\xf0\x9f\x93\x80',📀, Dvd ,دي في دي,Object,2,1,0,1,0.4,0.2,0.4,0.0,neutral
888,b'\xf0\x9f\x9a\xa2',🚢, Ship ,سفينه,Object,2,1,0,1,0.4,0.2,0.4,0.0,neutral
889,b'\xf0\x9f\x92\xbf',💿, Optical Disk ,قرص ضوئي,Object,2,0,2,0,0.2,0.6,0.2,0.0,neutral
890,b'\xf0\x9f\x8f\xb8',🏸, Badminton ,تنس الريشه,Object,2,0,2,0,0.2,0.6,0.2,0.0,neutral
891,b'\xe2\x9b\xbd',⛽, Fuel Pump ,مضخه وقود,Object,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
892,b'\xf0\x9f\x83\x8f',🃏, Joker ,مهرج,Object,2,0,1,1,0.2,0.4,0.4,0.2,positive
893,b'\xf0\x9f\x90\x82',🐂, Ox ,ثور,Nature,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
894,b'\xf0\x9f\x9a\x92',🚒, Fire Engine ,محرك ناري,Object,2,0,1,1,0.2,0.4,0.4,0.2,positive
895,b'\xf0\x9f\x9a\x9a',🚚, Delivery Truck ,شاحنه توصيل,Object,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
896,b'\xf0\x9f\x93\x94',📔, Notebook With Decorative Cover ,دفتر ملاحظات بغلاف مزخرف,Object,2,1,0,1,0.4,0.2,0.4,0.0,neutral
897,b'\xf0\x9f\x97\xb3',🗳, Ballot Box With Ballot ,صندوق الاقتراع مع ورقه الاقتراع,Object,2,1,1,0,0.4,0.4,0.2,-0.2,negative
898,b'\xf0\x9f\x9a\x96',🚖, Oncoming Taxi ,سياره اجره قادمه,Object,2,1,0,1,0.4,0.2,0.4,0.0,neutral
899,b'\xf0\x9f\x93\x8f',📏, Straight Ruler ,مسطره مستقيمه,Object,2,0,1,1,0.2,0.4,0.4,0.2,positive
900,b'\xf0\x9f\x91\x9f',👟, Running Shoe ,حذاء للركض,Object,2,1,0,1,0.4,0.2,0.4,0.0,neutral
901,b'\xf0\x9f\x93\x82',📂, Open File Folder ,مجلد مفتوح,Object,2,0,1,1,0.2,0.4,0.4,0.2,positive
902,b'\xf0\x9f\x9a\x90',🚐, Minibus ,باص صغير,Object,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
903,b'\xf0\x9f\x8e\x8d',🎍, Pine Decoration ,زخرفه الصنوبر,Nature,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
904,b'\xf0\x9f\x8d\xa0',🍠, Roasted Sweet Potato ,بطاطا حلوه محمصه,Food,2,0,2,0,0.2,0.6,0.2,0.0,neutral
905,b'\xf0\x9f\x90\xbd',🐽, Pig Nose ,انف خنزير,Nature,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
906,b'\xf0\x9f\x8f\x95',🏕, Camping ,تخييم,Nature,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
907,b'\xf0\x9f\x9b\xb0',🛰, Satellite ,اقمار صناعيه,Object,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
908,b'\xf0\x9f\x95\xb9',🕹, Joystick ,عصا العاب,Object,2,0,0,2,0.2,0.2,0.6,0.39999999999999997,positive
909,b'\xf0\x9f\x95\xb7',🕷, Spider ,عنكبوت,Nature,2,0,2,0,0.2,0.6,0.2,0.0,neutral
910,b'\xf0\x9f\x8f\xa8',🏨, Hotel ,فندق,Place,2,0,2,0,0.2,0.6,0.2,0.0,neutral
911,b'\xf0\x9f\x8f\xa6',🏦, Bank ,بنك,Place,2,1,0,1,0.4,0.2,0.4,0.0,neutral
912,b'\xf0\x9f\x97\xbc',🗼, Tokyo Tower ,برج طوكيو,Place,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
913,b'\xf0\x9f\x9a\xa4',🚤, Speedboat ,القارب السريع,Object,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
914,b'\xf0\x9f\x9a\x8e',🚎, Trolleybus ,الباص الكهربائي,Object,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
915,b'\xf0\x9f\xa6\x90',🦐, Shrimp ,جمبري,Nature,2,0,1,1,0.2,0.4,0.4,0.2,positive
916,b'\xf0\x9f\x90\xb2',🐲, Dragon Face ,وجه التنين,Nature,2,1,0,1,0.4,0.2,0.4,0.0,neutral
917,b'\xf0\x9f\x90\xaf',🐯, Tiger Face ,وجه النمر,Nature,2,1,0,1,0.4,0.2,0.4,0.0,neutral
918,b'\xf0\x9f\xa6\x84',🦄, Unicorn Face ,وجه وحيد القرن,Nature,2,2,0,0,0.6,0.2,0.2,-0.39999999999999997,negative
